api-gateway|2026-01-10T00:58:50Z|2026-05-08T04:37:50Z|API Gateway with routing, rate limiting, authentication, and request/response transformation|Rust|false|false
archives|2026-04-20T08:41:25Z|2026-04-26T17:01:28Z|Cocapn fleet crate: archives|N/A|false|false
arena-combat-analyst-1|2026-04-22T22:18:08Z|2026-05-09T12:16:17Z|Self-Play Arena agent guide. The fleet's autonomous skill acquisition engine where agents compete and learn from matches on port 4044.|Python|false|false
arm-neon-eisenstein-bench|2026-05-08T07:23:03Z|2026-05-08T10:37:29Z|ARM NEON benchmarks and SIMD analysis for Eisenstein integer arithmetic|Rust|false|false
async-rs|2026-01-09T19:35:19Z|2026-04-14T10:31:56Z|Async utilities and patterns - Better async/await, async iterators, streams|N/A|false|false
attention-daemon-early-version|2026-05-11T21:24:33Z|2026-05-14T00:12:58Z|[ARCHIVED] Early salience experiment. 1KB scaffolding only.|Python|false|true
audio-pipeline|2026-01-10T01:01:22Z|2026-04-14T10:19:15Z|Audio processing pipeline - transcoding, streaming, and analysis for voice applications|Rust|false|false
Auto-Backup-Compression-Encryption|2026-01-08T10:04:16Z|2026-04-14T10:19:51Z|Automated backup with encryption.|N/A|false|false
autocoder|2026-01-10T01:25:46Z|2026-04-14T10:29:10Z|Self-modifying code agent with safety constraints|N/A|false|false
autogen|2026-01-10T01:26:10Z|2026-05-08T04:38:30Z|Automated code generation pipeline for agent-built applications|Python|false|false
autoMate|2026-04-23T05:08:06Z|2026-04-22T08:26:51Z|Like Manus, Computer Use Agent(CUA) and Omniparser, we are computer-using agents.AI-driven local automation assistant that uses natural language to make computers work by themselves|Python|true|false
Automatic-Type-Safe-IndexedDB|2026-01-08T09:35:11Z|2026-05-08T04:39:16Z|Type-safe wrapper for IndexedDB.|TypeScript|false|false
automerge|2026-05-14T17:00:07Z|2026-05-17T17:50:54Z|A JSON-like data structure (a CRDT) that can be modified concurrently by different users, and merged again automatically. |JavaScript|true|false
Auto-Tuning-Engine|2026-01-08T10:20:44Z|2026-04-14T10:19:50Z|Automated engine for system tuning.|N/A|false|false
avx512-constraint-checker|2026-05-04T04:11:40Z|2026-05-04T04:11:42Z||C|false|false
babel-vessel|2026-04-11T03:06:12Z|2026-05-09T12:21:05Z|🌐 Babel Agent — Git-Agent Vessel for multilingual FLUX runtime development. SuperInstance realm.|N/A|false|false
bandit-learner|2026-01-10T01:01:24Z|2026-04-14T10:29:19Z|Multi-armed bandit algorithms for exploration-exploitation and online learning|N/A|false|false
bare-metal-plato|2026-05-08T20:20:47Z|2026-05-08T20:20:49Z|Tiny C PLATO client for ESP32/RP2040 + embodiment protocol: agents discover IoT devices as MUD rooms, don the turbo-shell, and work themselves out of equipment operator jobs|C|false|false
barracks|2026-04-20T08:41:20Z|2026-05-08T04:26:04Z|Cocapn barracks - agent accommodation system|Python|false|false
bathydata-map|2026-05-20T05:02:50Z|2026-05-20T05:17:04Z|Signal Chain Thesis - bathydata-map|Python|false|false
Baton|2026-03-04T01:37:26Z|2026-04-14T10:29:26Z|automate agents training their successors for a better way to have infinite context without limits|N/A|false|false
baton-skill|2026-04-22T22:18:48Z|2026-05-09T12:15:54Z|Generational workload orchestration skill for OpenClaw agents. Proactive context handoff at ~70-80% token usage to prevent context overflow and preserve work continuity.|N/A|false|false
Bayesian-Multi-Armed-Bandits|2026-01-08T09:20:23Z|2026-05-08T04:39:17Z|Library for Bayesian multi-armed bandits.|TypeScript|false|false
beacon-protocol|2026-04-20T06:43:44Z|2026-05-08T11:56:02Z|Fleet discovery and registry — Ship Protocol Layer 5|Python|false|false
bering-sea-architecture|2026-04-18T22:25:08Z|2026-04-14T02:32:22Z|⚓ Bering Sea — fleet architecture patterns|N/A|true|false
bootcamp-engine|2026-04-20T06:56:18Z|2026-05-08T04:33:23Z|Bootcamp Engine|Python|false|false
bootstrap|2025-11-10T04:15:33Z|2026-04-14T10:31:33Z|Bootstrap runtime — minimal agent initialization and self-hosting|Rust|false|false
bootstrap-spark|2026-05-03T17:57:31Z|2026-05-09T12:16:30Z|🟢 Bootstrap Spark Protocol — self-describing agent knowledge in 6 markdown files. Copy the .spark/ directory into any repo.|Python|false|false
bordercollie|2026-03-23T21:28:01Z|2026-05-08T04:26:46Z|herding 10,000 local cuda-based agents with memories and skills|Python|false|false
bottle-protocol|2026-04-20T02:58:59Z|2026-05-09T12:13:52Z|📬 Git-native agent-to-agent messaging. Bottles float between repos.|Python|false|false
brand-assets|2026-04-14T05:28:15Z|2026-04-14T22:21:04Z|Cocapn Fleet brand assets — hermit crab, lighthouse, steampunk/cyberpunk imagery|N/A|false|false
brothers-keeper|2026-04-11T21:58:15Z|2026-04-18T18:27:29Z|The Lighthouse Keeper — external watchdog for agent runtimes (ZeroClaw fork). Watches resources, kills risky processes, restarts gateways, keeps operational logs from outside the instance.|Python|true|false
BusinessLog|2026-01-01T23:26:13Z|2026-05-08T04:37:58Z|Business activity log — transactions, metrics, and operational records|Python|false|false
businesslog-agent|2026-05-03T01:54:11Z|2026-05-04T07:18:53Z|businesslog domain agent for PLATO fleet|Python|false|false
businesslog-ai|2026-04-10T07:18:36Z|2026-04-19T03:09:31Z|BusinessLog.ai — AI business operations assistant. Tasks, metrics, decisions. Part of the Lucineer ecosystem.|N/A|true|false
businesslog-ai-pages|2026-05-03T00:57:19Z|2026-05-05T07:01:43Z|GitHub Pages for businesslog.ai|HTML|false|false
businesslog-app|2026-01-10T01:26:24Z|2026-05-08T04:39:25Z|App for tracking business operations.|Python|false|false
cacapn|2026-03-27T22:00:21Z|2026-04-14T10:19:13Z|Configuration parsing utility.|N/A|false|false
cache-layer|2026-01-10T01:00:56Z|2026-04-14T10:19:12Z|Multi-layer caching system with L1/L2/L3 caches, invalidation, and persistence|Rust|false|false
cache-layer-optimizer|2026-01-10T00:58:49Z|2026-04-14T10:19:11Z|Cache optimization layer with intelligent eviction, warming, and invalidation strategies|Rust|false|false
cache-rs|2026-01-09T19:35:20Z|2026-04-14T10:31:49Z|Unified caching framework - Multi-backend cache with TTL, LRU, write-through|N/A|false|false
caching-service|2026-01-10T01:26:38Z|2026-04-14T10:26:58Z|High-performance caching service.|Python|false|false
capability-spec|2026-04-12T15:24:46Z|2026-04-14T10:18:34Z|Fleet discovery protocol — CAPABILITY.toml specification and crawler|Python|false|false
capitaine-1|2026-04-10T07:18:36Z|2026-05-08T04:29:42Z|Capitaine — fork a repo, click Codespaces, the agent is alive. The repo IS the agent.|TypeScript|true|false
capitaine|2025-12-26T05:05:38Z|2026-05-08T04:21:37Z|Captain agent — vessel command and fleet leadership protocol|TypeScript|false|false
capitaine-agent|2026-05-03T01:35:11Z|2026-05-04T21:04:29Z|Captain's AI first mate for captaine.ai — voyage logging, crew coordination, maritime Q&A via PLATO|Python|false|false
capitaineai-com-pages|2026-05-03T00:57:23Z|2026-05-03T03:10:02Z|GitHub Pages for capitaineai.com|HTML|false|false
capitaine-ai-pages|2026-05-03T00:57:21Z|2026-05-05T07:01:12Z|GitHub Pages for capitaine.ai|HTML|false|false
captain|2026-05-03T21:35:27Z|2026-05-03T21:35:38Z|Captain agent — fleet commanding vessel, strategic coordination for the Cocapn fleet|N/A|false|false
captains-log|2026-04-10T17:48:20Z|2026-05-09T12:19:04Z|Oracle1 personal-agentic-growth diary — struggles, lessons, dojo exercises, and the path to building a better Protégé|N/A|false|false
cartridge-agent|2026-04-14T00:11:48Z|2026-04-14T10:31:09Z|Standalone cartridge agent for fleet orchestration - handles cartridge building, scene management, and bridge communications|Python|false|false
CascadeRouter|2026-01-08T05:15:30Z|2026-04-14T10:26:10Z|Cascading routing system.|TypeScript|false|false
casting-call|2026-05-07T22:29:13Z|2026-05-18T04:32:31Z|Which model plays which role — fleet knowledge base of LLM capabilities, failure modes, and casting decisions. Agents consult this before choosing shells.|N/A|false|false
casting-call-gpu|2026-05-09T01:09:17Z|2026-05-09T12:19:25Z|GPU-native engine for anchor-point signature matrices, voice spline interpolation, and batch corpus processing|Python|false|false
casting-call-mcp|2026-05-09T01:09:17Z|2026-05-09T12:16:20Z|MCP server: consultative database for model casting decisions — choose the right model, temperature, and prompt prefix for any task|JavaScript|false|false
cat-agent|2026-05-17T00:58:09Z|2026-05-17T00:58:12Z|cat-agent|Python|false|false
CCC|2026-05-03T21:35:26Z|2026-05-04T02:06:04Z|CCC public face agent — Kimi K2.5, frontend design, fleet orchestration, PLATO cultivation for the Cocapn fleet|N/A|false|false
ccc-os|2026-05-04T02:47:09Z|2026-05-08T04:26:15Z||Python|false|false
Central-Error-Manager|2026-01-08T10:21:44Z|2026-04-14T10:19:49Z|Centralized error management system.|N/A|false|false
character-agent-integration|2026-01-09T19:36:01Z|2026-04-14T10:26:54Z|Integration for character agents.|Python|false|false
character-library|2026-01-09T19:39:19Z|2026-04-14T10:26:13Z|Library for managing character data.|Python|false|false
character-skill-trees|2026-01-09T19:40:15Z|2026-04-14T10:26:56Z|System for skill trees.|Python|false|false
chess-dojo-v2|2026-04-18T22:25:14Z|2026-04-16T05:54:05Z|Bulletproof PLATO chess room — ELO, ESP32 tiers, git-native|Python|true|false
chess-engine|2026-05-08T23:44:04Z|2026-05-09T12:20:55Z|Rust chess engine (forked from vdmo/chess) — transposition table patterns for guard2mask CSP solver|Rust|false|false
cicd-agent|2026-04-14T04:47:37Z|2026-05-08T04:38:06Z|Fleet CI/CD pipeline engine — git polling, test runner, webhook receiver, deployment|Python|false|false
circuit-breaker|2026-01-10T01:00:00Z|2026-04-14T10:29:37Z|Circuit breaker pattern implementation for fault tolerance and resilience in distributed systems|N/A|false|false
circuitbreaker-rs|2026-01-09T19:31:20Z|2026-04-14T10:31:36Z|# Circuitbreaker-RS: Resilience Patterns for Rust|N/A|false|false
Claude-Abstraction|2026-01-13T01:35:57Z|2026-04-14T10:19:48Z|Abstraction layer for Claude API.|N/A|false|false
Claude_Baton|2026-03-03T02:06:09Z|2026-04-14T10:26:20Z|Generational context handoff for Claude Code. Seamless, auditable, infinite-context agents that ship forever.|N/A|false|false
claude-code-vessel|2026-04-12T02:32:43Z|2026-04-24T17:43:59Z|Claude Code workhorse vessel with experience journal and task delegation|Shell|false|false
claude-context|2026-04-21T19:07:52Z|2026-04-20T03:29:34Z|Code search MCP for Claude Code. Make entire codebase the context for any coding agent.|TypeScript|true|false
Claude-PRISM-CF|2026-01-15T00:22:48Z|2026-04-14T10:19:47Z|Cloudflare implementation of PRISM.|N/A|false|false
Claude-prism-local-json|2026-01-15T00:03:06Z|2026-05-08T04:28:26Z|Local JSON version of PRISM.|TypeScript|false|false
clawcanvas|2026-03-19T21:05:13Z|2026-04-14T10:19:10Z|Web-based canvas drawing tool.|N/A|false|false
clawcraft|2026-03-20T00:03:43Z|2026-04-14T10:19:09Z|Creative crafting application.|N/A|false|false
claw-in-plato|2026-05-18T21:50:59Z|2026-05-19T16:50:03Z|PLATO-native agent living in a Docker container. Its only I/O is tiles. Telegram bridge for direct human contact.|Python|false|false
clawmatrix|2026-03-20T00:02:55Z|2026-04-14T10:19:07Z|Matrix manipulation tool.|N/A|false|false
cli-rs|2026-01-09T19:35:30Z|2026-04-14T10:31:48Z|CLI framework for Rust - Argument parsing, subcommands, interactive prompts, colors|N/A|false|false
cloudflare-code|2026-01-14T18:19:50Z|2026-04-15T03:25:49Z|Cloudflare code examples.|TypeScript|false|false
cloudflare-vibe|2026-01-18T20:21:39Z|2026-05-08T04:28:07Z|UI theme or vibes for Cloudflare.|TypeScript|false|false
cluster-orchestrator|2026-01-10T00:58:52Z|2026-04-14T10:15:25Z|Cluster orchestration for distributed systems - service discovery, load balancing, and health checking|Rust|false|false
cocapn|2026-02-28T21:18:38Z|2026-05-17T20:58:26Z|repo-first Agent for local or cloud. grow an agent in a repo using the repo itself as the muscle-memory. Run from localhost, from pages.dev, or embedded into any platform app. Move to gitlab or anywhere and optimize git as the agent infrastructure itself. wiki for knowledge, repos for skills, pipelines anywhere|Python|false|false
cocapn-abyss|2026-04-20T09:41:16Z|2026-04-26T17:01:42Z|Cocapn fleet crate: cocapn-abyss|N/A|false|false
cocapn.ai|2026-05-02T12:14:06Z|2026-05-08T04:25:10Z|Fleet Agents for the Cocapn Ecosystem — landing page and fleet info|PHP|false|false
cocapn-ai-pages|2026-05-03T00:57:25Z|2026-05-08T19:32:56Z|GitHub Pages for cocapn.ai|HTML|false|false
cocapn-ai-web|2026-05-07T07:03:03Z|2026-05-18T23:17:34Z|Browser-native fleet demos — captain deliberation, thinking strategies, PLATO protocol. Open in Chrome, no install.|HTML|false|false
cocapn-architecture|2026-05-01T06:22:10Z|2026-04-28T16:15:45Z|Cocapn brand, pricing architecture, business entity structure, and Cloudflare deployment|N/A|true|false
cocapn-archives|2026-04-20T08:45:21Z|2026-04-26T17:01:43Z|Cocapn fleet crate: cocapn-archives|N/A|false|false
cocapn-audit|2026-04-20T09:50:04Z|2026-04-26T17:01:45Z|Cocapn fleet crate: cocapn-audit|N/A|false|false
cocapn-benchmark|2026-04-27T01:41:25Z|2026-05-08T04:28:10Z|Cocapn fleet benchmark module|Python|false|false
cocapn-browser-agent|2026-05-07T06:26:34Z|2026-05-08T04:25:22Z|Browser-native fleet agent using Chrome's built-in Gemini Nano AI. Zero-install fleet coordination.|TypeScript|false|false
cocapn-chat|2026-05-01T06:22:32Z|2026-05-08T04:27:53Z|cocapn.ai chat UI + OpenAI-compatible API proxy — single Cloudflare Worker|JavaScript|true|false
cocapn-cli|2026-05-05T03:34:59Z|2026-05-18T23:17:01Z|FLUX constraint safety - cocapn-cli|Rust|false|false
cocapn-coliseum|2026-04-20T09:41:17Z|2026-04-26T17:01:47Z|Cocapn fleet crate: cocapn-coliseum|N/A|false|false
cocapn-colora|2026-04-20T09:41:20Z|2026-05-08T04:28:34Z|Value-conditioned LoRA adapters — dynamic adapter selection based on signal value, not just task type|Python|false|false
cocapn-com-pages|2026-05-03T00:57:27Z|2026-05-03T03:10:04Z|GitHub Pages for cocapn.com|HTML|false|false
cocapn-core|2026-04-29T17:26:04Z|2026-04-30T04:28:27Z|Cocapn Fleet v3.1 — Async fleet engine with Pydantic v2, batch ops, grammar rules, SSE|Python|false|false
cocapn-curriculum|2026-05-03T15:16:03Z|2026-05-05T02:27:39Z|Five-level curriculum system for fleet agent progression|Python|false|false
cocapn-curriculum-forest|2026-04-20T09:41:21Z|2026-04-26T17:01:48Z|Cocapn fleet crate: cocapn-curriculum-forest|N/A|false|false
cocapn-dashboard|2026-04-22T22:28:44Z|2026-05-01T06:29:24Z|Live bioluminescent dashboard for the Cocapn AI Fleet. Tracks services, PLATO rooms, knowledge tiles, arena agents, and MUD rooms in real time.|HTML|false|false
cocapn-design|2026-04-29T17:26:18Z|2026-04-29T17:26:21Z|Cocapn design system — brand guidelines, component library, and visual identity for the fleet|N/A|false|false
cocapn-dreamer|2026-04-20T09:50:00Z|2026-04-26T17:01:52Z|Cocapn fleet crate: cocapn-dreamer|N/A|false|false
cocapn-dry-dock|2026-04-20T08:45:25Z|2026-04-26T17:01:54Z|Cocapn fleet crate: cocapn-dry-dock|N/A|false|false
cocapn-explain|2026-04-21T00:19:04Z|2026-04-25T17:06:03Z|🔍 Agent explainability — decision traces, oversight queue, P0/P1/P2 review|Python|false|false
cocapn-fleetmind|2026-04-20T09:41:25Z|2026-04-26T17:01:55Z|Cocapn fleet crate: cocapn-fleetmind|N/A|false|false
cocapn-garden|2026-04-20T08:45:23Z|2026-04-26T17:01:57Z|Cocapn fleet crate: cocapn-garden|N/A|false|false
cocapn.github.io|2026-05-03T22:10:07Z|2026-05-08T04:21:08Z|Cocapn fleet home page — live at cocapn.ai|HTML|false|false
cocapn-glue-core|2026-05-03T19:07:46Z|2026-05-09T12:13:56Z|Keeper↔Fleet binary wire protocol — the nervous system of the Cocapn Fleet. msgpack-based message framing for heartbeat, status, commands, and PLATO tile forwarding.|Rust|false|false
cocapn-go|2026-05-01T06:22:04Z|2026-04-28T16:18:46Z|cocapn Go SDK — one API key, any AI model|Go|true|false
cocapn-health|2026-04-30T00:00:22Z|2026-05-08T04:26:02Z|Cocapn fleet health monitoring — vessel status, heartbeat, and observability utilities|Python|false|false
cocapn-horizon|2026-04-20T08:45:28Z|2026-04-26T17:01:59Z|Cocapn fleet crate: cocapn-horizon|N/A|false|false
cocapn-identity|2026-04-27T01:41:49Z|2026-05-08T04:28:16Z|Cocapn fleet identity module|Python|false|false
cocapn-landing|2026-05-01T06:46:53Z|2026-05-03T05:48:35Z|Fleet landing page|HTML|false|false
cocapn-lessons|2026-05-03T15:16:02Z|2026-05-04T06:18:23Z|Trial-based learning methodology for distributed agent fleets|Python|false|false
cocapn-meta-lab|2026-04-20T09:41:24Z|2026-04-26T17:02:00Z|Cocapn fleet crate: cocapn-meta-lab|N/A|false|false
cocapn-nas|2026-04-20T09:50:06Z|2026-04-26T17:02:02Z|Cocapn fleet crate: cocapn-nas|N/A|false|false
cocapn-observatory|2026-04-20T08:45:27Z|2026-04-26T17:02:04Z|Cocapn fleet crate: cocapn-observatory|N/A|false|false
cocapn-oneiros|2026-04-20T09:41:14Z|2026-05-08T04:28:36Z|Latent room generation — dream new PLATO rooms from noise, filling gaps in knowledge coverage|Python|false|false
cocapn-pipeline|2026-04-27T01:54:47Z|2026-05-08T04:28:14Z|Cocapn fleet pipeline utilities|Python|false|false
cocapn-plato|2026-04-29T22:55:49Z|2026-05-08T04:26:59Z|Cocapn PLATO integration — knowledge rooms, context management, and deliberation spaces|Python|false|false
cocapn-platonic-dial|2026-04-20T09:41:27Z|2026-04-26T17:02:05Z|Cocapn fleet crate: cocapn-platonic-dial|N/A|false|false
cocapn-protocol|2026-04-27T01:41:33Z|2026-05-08T04:28:12Z|Cocapn fleet protocol module|Python|false|false
cocapn-prototypes|2026-05-04T17:42:08Z|2026-05-08T04:26:00Z|Fleet prototypes and experiments|HTML|false|false
cocapn-py|2026-05-01T06:22:16Z|2026-05-08T04:28:00Z|cocapn Python SDK — pip install cocapn — one API key, any AI model|Python|true|false
cocapn-reviews|2026-05-04T17:43:57Z|2026-05-05T02:44:04Z|Fleet document reviews and critiques|N/A|false|false
cocapn-runtime|2026-04-14T00:36:03Z|2026-04-14T10:31:16Z|Deployment modes for Cocapn git-agents — lighthouse, codespaces, tender, container, bare metal|Shell|false|false
cocapn-schemas|2026-05-08T22:41:48Z|2026-05-08T22:41:57Z|Shared JSON Schema definitions for the Cocapn fleet tile system|Python|false|false
cocapn-sdk|2026-05-01T06:22:18Z|2026-05-08T04:28:02Z|cocapn SDK — npm install cocapn — one API key, any AI model|JavaScript|true|false
cocapn-shells|2026-05-03T15:16:02Z|2026-05-04T06:18:20Z|Agent capability shells as character sheets for the Cocapn Fleet|Python|false|false
cocapn-telemetry|2026-04-27T01:55:02Z|2026-05-08T04:28:18Z|Cocapn fleet telemetry utilities|Python|false|false
cocapn-training|2026-04-27T01:55:17Z|2026-05-08T04:28:20Z|Cocapn fleet training utilities|Python|false|false
cocapn-traps|2026-04-30T04:19:19Z|2026-05-08T04:27:46Z|Cocapn PurplePincher program — progressive lure prompts that make the fleet smarter|Python|false|false
cocapn-tutor|2026-05-03T15:16:03Z|2026-05-04T06:18:17Z|Domain-specific language for agent pedagogy in the Cocapn Fleet|Python|false|false
cocapn-workers|2026-05-03T00:58:34Z|2026-05-08T04:27:13Z|Cloudflare Workers for cocapn fleet — crab image generator, crab-trap demos, and more|HTML|false|false
cocapn-workshop|2026-04-20T08:45:19Z|2026-04-26T17:02:07Z|Cocapn fleet crate: cocapn-workshop|N/A|false|false
cocapn-worldmodel|2026-04-20T09:50:02Z|2026-04-26T17:02:09Z|Cocapn fleet crate: cocapn-worldmodel|N/A|false|false
co-captain-git-agent|2026-04-14T02:57:41Z|2026-04-14T10:30:55Z|Human liaison agent — the single point of contact between a human operator and the SuperInstance fleet|Python|false|false
codespace-edge-rd|2026-04-12T00:22:17Z|2026-04-14T10:26:33Z|R&D: Codespace→Edge agent lifecycle, yoke transfer, devcontainer templates|N/A|false|false
CognitiveEngine|2025-12-26T04:40:43Z|2026-05-21T00:52:53Z|Core cognitive processing engine.|Python|false|false
collective-ai|2026-05-21T00:50:58Z|2026-05-21T00:51:02Z|Extracted from plato-training|Python|false|false
collective-inference|2026-05-17T00:58:12Z|2026-05-17T00:58:15Z|collective-inference|Python|false|false
collective-recall-demo|2026-05-12T18:50:03Z|2026-05-14T01:38:53Z|Interactive demo: how memories drift through telephone-game reconstruction|HTML|false|true
commit-caster|2026-04-11T10:08:36Z|2026-04-14T10:26:29Z|I2I notification system — scans fleet repos for tagged commits|Python|false|false
commit-predictor|2026-05-21T00:51:06Z|2026-05-21T00:51:09Z|Extracted from plato-training|Python|false|false
commodore-protocol|2026-04-14T02:32:40Z|2026-04-14T22:34:13Z|Multi-DeckBoss coordination — auto-discovery, election, work distribution, failover|Python|false|false
comms-engineer-vessel|2026-04-13T21:42:47Z|2026-04-14T06:02:49Z|Fleet agent: comms-engineer|N/A|false|false
compress-rs|2026-01-09T19:35:32Z|2026-04-14T10:31:42Z|Unified compression library - Multiple formats, streaming, async support|N/A|false|false
config-manager|2026-01-10T01:26:54Z|2026-04-14T10:26:28Z|Configuration management tool.|N/A|false|false
config-rs|2026-01-09T19:35:33Z|2026-04-14T10:31:52Z|Configuration management - Multi-format configs, environment variables, validation|N/A|false|false
